Event.Date,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Amateur.Built,Weather.Condition,Location,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk_Score,Make_Model
2015-08-22,Substantial,airplane,CESSNA,150,1,Reciprocating,No,VMC,"Dorado, PR",Personal,0,0,1,0,1,CESSNA 150
2015-08-22,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"HOMER, AK",,0,0,0,4,0,CESSNA 180
2015-08-22,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Riviera Beach, FL",Personal,0,0,0,2,0,CESSNA 172
2015-08-22,Substantial,airplane,MITSUBISHI,MU 2B-25,2,Turbo Prop,No,VMC,"Arvin, CA",Personal,0,0,0,1,0,MITSUBISHI MU 2B-25
2015-08-23,Destroyed,airplane,BEECH,35 B33,1,Reciprocating,No,VMC,"El Dorado, AR",Personal,1,0,0,0,3,BEECH 35 B33
2015-08-23,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"Kasilof, AK",Personal,2,0,0,0,6,CESSNA 180
2015-08-23,Substantial,airplane,LUSCOMBE,8,1,Reciprocating,No,VMC,"Pontiac, MI",Personal,0,0,0,1,0,LUSCOMBE 8
2015-08-23,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Springfield, OH",Instructional,0,0,0,1,0,CESSNA 172
2015-08-24,Substantial,airplane,CESSNA,182Q,1,Reciprocating,No,VMC,"Pineville, LA",Personal,0,0,0,2,0,CESSNA 182Q
2015-08-25,Substantial,airplane,PIPER,PA 22-160,1,Reciprocating,No,VMC,"Tyler, MN",Personal,0,1,2,0,4,PIPER PA 22-160
2015-08-25,Substantial,airplane,ENGINEERING & RESEARCH,ERCOUPE 415,1,Reciprocating,No,VMC,"Atlanta, GA",Flight Test,0,0,0,2,0,ENGINEERING & RESEARCH ERCOUPE 415
2015-08-26,Destroyed,airplane,CESSNA,310R,2,Reciprocating,No,IMC,"Titusville, FL",Personal,1,0,0,0,3,CESSNA 310R
2015-08-26,Substantial,airplane,PIPER,PA 28-180,1,Reciprocating,No,VMC,"Susanville, CA",Personal,0,0,0,2,0,PIPER PA 28-180
2015-08-26,Substantial,airplane,CESSNA,195,1,Reciprocating,No,VMC,"Lancaster, NY",Personal,0,0,0,2,0,CESSNA 195
2015-08-26,Substantial,airplane,PIPER,PA 28-180,1,Reciprocating,No,VMC,"DeFuniak Springs, FL",Personal,0,0,0,1,0,PIPER PA 28-180
2015-08-26,Destroyed,airplane,WEATHERLY AVIATION COMPANY INC,620B,1,Reciprocating,No,VMC,"Hancock, WI",Aerial Application,1,0,0,0,3,WEATHERLY AVIATION COMPANY INC 620B
2015-08-27,Destroyed,airplane,PIPER,PA44,2,Reciprocating,No,IMC,"Houlton, ME",Business,1,0,0,0,3,PIPER PA44
2015-08-27,Substantial,airplane,PIPER,PA 25,1,Reciprocating,No,VMC,"Llano, CA",Glider Tow,1,0,0,0,3,PIPER PA 25
2015-08-27,Minor,airplane,PIPER,PA-23-250,2,Reciprocating,No,VMC,"Joliet, IL",Positioning,0,0,0,1,0,PIPER PA-23-250
2015-08-27,Minor,airplane,CIRRUS,SR22,1,Reciprocating,No,VMC,"Scottsdale, AZ",Instructional,0,0,0,3,0,CIRRUS SR22
2015-08-27,Substantial,airplane,AIR TRACTOR INC,AT 502B,1,Turbo Prop,No,VMC,"Monroe, NE",Aerial Application,0,1,0,0,2,AIR TRACTOR INC AT 502B
2015-08-27,Substantial,airplane,AVIAT AIRCRAFT INC,A-1C-200,1,Reciprocating,No,VMC,"Irwin, ID",Personal,0,0,0,2,0,AVIAT AIRCRAFT INC A-1C-200
2015-08-28,Substantial,airplane,DOVA AIRCRAFT,DV-1,1,Reciprocating,No,VMC,"San Carlos, CA",Personal,0,0,0,1,0,DOVA AIRCRAFT DV-1
2015-08-28,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Alabaster, AL",Personal,1,0,0,0,3,CIRRUS DESIGN CORP SR22
2015-08-28,Destroyed,airplane,BARROW TED A,ONE EASY,1,Reciprocating,Yes,VMC,"Battle Creek, MI",Personal,1,0,0,0,3,BARROW TED A ONE EASY
2015-08-28,Destroyed,airplane,CORNELL W F/SAHAKIAN J A JR,GILES 202 (G202),1,Reciprocating,Yes,VMC,"Newburgh, NY",Air Race show,1,0,0,0,3,CORNELL W F/SAHAKIAN J A JR GILES 202 (G202)
2015-08-28,Substantial,airplane,BEECH,C90,2,Turbo Prop,No,VMC,"Las Vegas, NV",Business,0,0,0,5,0,BEECH C90
2015-08-28,Substantial,airplane,BEECH,E 90,2,Turbo Prop,No,VMC,"Fayetteville, TN",Personal,0,0,0,1,0,BEECH E 90
2015-08-28,Substantial,airplane,GRUMMAN AMERICAN AVN. CORP.,G 164A,1,Reciprocating,No,VMC,"Welsh, LA",Personal,0,0,0,1,0,GRUMMAN AMERICAN AVN. CORP. G 164A
2015-08-29,Substantial,airplane,CESSNA,305A,1,Reciprocating,No,VMC,"MIDLOTHIAN, TX",Glider Tow,0,0,0,1,0,CESSNA 305A
2015-08-29,Substantial,airplane,BEECH,B19,1,Reciprocating,No,VMC,"Dexter, ME",Instructional,0,0,1,1,1,BEECH B19
2015-08-30,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,IMC,"Kewanee, IL",Personal,2,0,1,0,7,CIRRUS DESIGN CORP SR22
2015-08-30,Destroyed,airplane,LANCAIR,IV,1,Reciprocating,Yes,VMC,"Fort Lauderdale, FL",Personal,0,0,1,1,1,LANCAIR IV
2015-08-30,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"New Enterprise, PA",Personal,0,0,0,2,0,CESSNA 172
2015-08-30,Substantial,airplane,CESSNA,180B,1,Reciprocating,No,VMC,"Skwentna, AK",Positioning,0,0,0,1,0,CESSNA 180B
2015-08-30,Substantial,airplane,CESSNA,170A,1,Reciprocating,No,VMC,"New Milford, CT",Personal,0,0,0,3,0,CESSNA 170A
2015-08-31,Substantial,airplane,FERENCE JOHN W,THATCHER CX4A,1,Reciprocating,Yes,VMC,"Hebron, OH",Personal,0,1,0,0,2,FERENCE JOHN W THATCHER CX4A
2015-08-31,Substantial,airplane,CESSNA,T240,1,Reciprocating,No,VMC,"Houston, TX",Instructional,0,0,0,2,0,CESSNA T240
2015-08-31,Substantial,airplane,CESSNA,A185F,1,Reciprocating,No,VMC,"Miami, FL",Personal,0,0,0,2,0,CESSNA A185F
2015-09-01,Substantial,airplane,JOE SALOMONE,SUPER CUB SQ2,1,Reciprocating,Yes,VMC,"Truckee, CA",Personal,0,0,0,2,0,JOE SALOMONE SUPER CUB SQ2
2015-09-01,Destroyed,airplane,RAUDENBUSH ERNIE,LANCAIR SUPER ES,1,Reciprocating,Yes,VMC,"Winkelman, AZ",Personal,0,1,0,0,2,RAUDENBUSH ERNIE LANCAIR SUPER ES
2015-09-02,Destroyed,airplane,COOPER MICHAEL C,RV 8A,1,Reciprocating,Yes,VMC,"Advance, NC",Personal,2,0,0,0,6,COOPER MICHAEL C RV 8A
2015-09-02,Destroyed,airplane,EXTRA FLUGZEUGBAU GMBH,EA 300/L,1,Reciprocating,No,VMC,"Jerome, ID",Personal,0,0,1,0,1,EXTRA FLUGZEUGBAU GMBH EA 300/L
2015-09-02,Substantial,airplane,HENDERSON W A/JOHNSON W L,RV 6A,1,Reciprocating,Yes,VMC,"Bon Aqua, TN",Personal,1,0,0,0,3,HENDERSON W A/JOHNSON W L RV 6A
2015-09-02,Substantial,airplane,PIPER,PA 28-140,1,Reciprocating,No,VMC,"North Pole, AK",Personal,0,1,0,1,2,PIPER PA 28-140
2015-09-03,Substantial,airplane,PIPER,PA28,1,Reciprocating,No,VMC,"Santee, CA",Instructional,2,0,0,0,6,PIPER PA28
2015-09-03,Destroyed,airplane,CESSNA,R172,1,Reciprocating,No,VMC,"Cresskill, NJ",Aerial Observation,0,0,2,0,2,CESSNA R172
2015-09-03,Substantial,airplane,DEHAVILLAND,BEAVER DHC 2 MK.1,1,Reciprocating,No,VMC,"Arctic Village, AK",Business,0,0,0,1,0,DEHAVILLAND BEAVER DHC 2 MK.1
2015-09-03,Substantial,airplane,CESSNA,182,1,Reciprocating,No,VMC,"Rose Hill, KS",Personal,0,0,0,1,0,CESSNA 182
2015-09-04,Substantial,airplane,PIPER,PA 28RT-201,1,Reciprocating,No,VMC,"Russell Springs, KY",Personal,0,1,0,0,2,PIPER PA 28RT-201
2015-09-04,Substantial,airplane,AIR TRACTOR INC,AT 402A,1,Turbo Prop,No,VMC,"Fort Pierre, SD",Aerial Application,0,1,0,0,2,AIR TRACTOR INC AT 402A
2015-09-04,Substantial,airplane,BEECH,V35B,1,Reciprocating,No,VMC,"Wilmington, NC",Personal,0,1,0,3,2,BEECH V35B
2015-09-05,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Miami, FL",Personal,0,0,0,2,0,CESSNA 152
2015-09-05,Destroyed,airplane,CESSNA,310H,2,Reciprocating,No,IMC,"Silverton, CO",Personal,4,0,0,0,12,CESSNA 310H
2015-09-05,Substantial,airplane,CESSNA,TR182,1,Reciprocating,No,VMC,"Midland, TX",Personal,1,3,0,0,9,CESSNA TR182
2015-09-05,Substantial,airplane,VENUS,CP328 SUPER EMERAUDE,1,Reciprocating,Yes,VMC,"PORT WING, WI",Personal,0,1,0,0,2,VENUS CP328 SUPER EMERAUDE
2015-09-05,Substantial,airplane,GRUMMAN AMERICAN AVN. CORP.,AA 5,1,Reciprocating,No,VMC,"Pekin, IN",Personal,0,0,0,2,0,GRUMMAN AMERICAN AVN. CORP. AA 5
2015-09-06,Substantial,airplane,DEHAVILLAND,DHC-6,2,Turbo Prop,No,VMC,"Louisburg, NC",Aerial Observation,0,1,1,1,3,DEHAVILLAND DHC-6
2015-09-06,Substantial,airplane,CESSNA,T210L,1,Reciprocating,No,VMC,"Soda Springs, ID",Personal,0,0,0,2,0,CESSNA T210L
2015-09-07,Substantial,airplane,EASTERWOOD MARK W,RV 6A,1,Reciprocating,Yes,VMC,"Rome, GA",Personal,0,0,1,0,1,EASTERWOOD MARK W RV 6A
2015-09-07,Destroyed,airplane,SILVAIRE,LUSCOMBE 8A,1,Reciprocating,No,VMC,"Creswell, OR",Personal,2,0,0,0,6,SILVAIRE LUSCOMBE 8A
2015-09-07,Destroyed,airplane,BEECH,A36,1,Reciprocating,No,IMC,"Kernersville, NC",Personal,3,0,0,0,9,BEECH A36
2015-09-07,Substantial,airplane,PIPER,PA 28R-201T,1,Reciprocating,No,VMC,"Atmore, AL",Personal,0,0,0,2,0,PIPER PA 28R-201T
2015-09-07,Substantial,airplane,PIPER,PA-24,1,Reciprocating,No,VMC,"Stratford, CT",Personal,0,0,0,1,0,PIPER PA-24
2015-09-07,Substantial,airplane,PIPER,PA 28R-200,1,Reciprocating,No,VMC,"Doylestown, PA",Personal,0,0,0,1,0,PIPER PA 28R-200
2015-09-07,Substantial,airplane,CESSNA,150D,1,Reciprocating,No,VMC,"Delta Junction, AK",Personal,0,0,0,1,0,CESSNA 150D
2015-09-08,Substantial,airplane,BOEING COMPANY,BOEING 777-236,2,Turbo Fan,No,VMC,"Las Vegas, NV",,0,19,1,150,39,BOEING COMPANY BOEING 777-236
2015-09-08,Substantial,airplane,VIKING (CLARKE),DRAGONFLY,1,Reciprocating,Yes,VMC,"Freeport, IL",Personal,0,0,1,0,1,VIKING (CLARKE) DRAGONFLY
2015-09-09,Destroyed,airplane,AEROFAB INC.,LAKE LA-4-250,1,Reciprocating,No,VMC,"Somerset, NJ",Personal,1,0,0,0,3,AEROFAB INC. LAKE LA-4-250
2015-09-09,Substantial,airplane,PIPER,PA-36-375,1,Reciprocating,No,VMC,"Elmwood, NE",Aerial Application,0,0,0,1,0,PIPER PA-36-375
2015-09-09,Substantial,airplane,PIPER,PA-17,1,Reciprocating,No,VMC,"Delphi, IN",Personal,0,0,0,1,0,PIPER PA-17
2015-09-09,Substantial,airplane,BROWN MARK,SPACE WALKER,1,Reciprocating,Yes,VMC,"Cahokia, IL",Instructional,0,0,0,2,0,BROWN MARK SPACE WALKER
2015-09-10,Substantial,airplane,MOONEY AIRPLANE CO INC,M20TN,1,Reciprocating,No,VMC,"Atlantic City, AO",Personal,1,0,0,0,3,MOONEY AIRPLANE CO INC M20TN
2015-09-10,Substantial,airplane,MOONEY AIRPLANE CO INC,M20TN,1,Reciprocating,No,VMC,"Myakka City, FL",Business,0,0,0,2,0,MOONEY AIRPLANE CO INC M20TN
2015-09-11,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Riegelwood, NC",Personal,1,0,0,0,3,CESSNA 172
2015-09-11,Substantial,airplane,ALON,A2,1,Reciprocating,No,VMC,"Laramie, WY",Personal,0,0,1,0,1,ALON A2
2015-09-11,Substantial,airplane,ROCCI MARTIGNONI,JA30 SUPERSTOL,1,Reciprocating,Yes,VMC,"Santa Rosa, NM",Personal,0,0,0,2,0,ROCCI MARTIGNONI JA30 SUPERSTOL
2015-09-11,Substantial,airplane,BEECH,58,2,Reciprocating,No,VMC,"Gary, IN",,0,0,0,1,0,BEECH 58
2015-09-11,Substantial,airplane,CZECH SPORT AIRCRAFT AS,PIPER SPORT,1,Reciprocating,No,VMC,"Spartanburg, SC",Personal,0,0,0,2,0,CZECH SPORT AIRCRAFT AS PIPER SPORT
2015-09-12,Destroyed,airplane,CESSNA,150,1,Reciprocating,No,VMC,"Atco, NJ",Personal,1,0,0,0,3,CESSNA 150
2015-09-12,Destroyed,airplane,AERO VODOCHODY,L39,1,Turbo Fan,No,VMC,"Oneida, TN",Air Race show,1,0,0,0,3,AERO VODOCHODY L39
2015-09-12,Substantial,airplane,GLENN TIMOTHY C,SKYSTAR SERIES 5,1,Reciprocating,Yes,VMC,"Green River, UT",Personal,0,0,0,2,0,GLENN TIMOTHY C SKYSTAR SERIES 5
2015-09-13,Substantial,airplane,HELIO,H 295,1,Reciprocating,No,VMC,"Delta Junction, AK",,0,0,0,3,0,HELIO H 295
2015-09-13,Substantial,airplane,CESSNA,177,1,Reciprocating,No,VMC,"Moneta, VA",Aerial Observation,0,0,2,0,2,CESSNA 177
2015-09-13,Substantial,airplane,PIPER,PA 28-181,1,Reciprocating,No,VMC,"Lexington, NE",Personal,0,0,0,2,0,PIPER PA 28-181
2015-09-13,Substantial,airplane,CESSNA,180H,1,Reciprocating,No,VMC,"Delta Junction, AK",Personal,0,0,0,2,0,CESSNA 180H
2015-09-14,Substantial,airplane,BELLANCA,7KCAB,1,Reciprocating,No,VMC,"Manteo, NC",Banner Tow,0,0,1,0,1,BELLANCA 7KCAB
2015-09-14,Substantial,airplane,DEHAVILLAND,DHC 2 MK.I,1,Reciprocating,No,VMC,"Nikolai, AK",Positioning,0,0,0,1,0,DEHAVILLAND DHC 2 MK.I
2015-09-15,Substantial,airplane,DEHAVILLAND,DHC 3T,1,Turbo Prop,No,VMC,"Iliamna, AK",Other Work Use,3,2,5,0,18,DEHAVILLAND DHC 3T
2015-09-15,Substantial,airplane,J. SCHILLING,S-19,1,Reciprocating,Yes,VMC,"East Falmouth, MA",Personal,0,0,0,1,0,J. SCHILLING S-19
2015-09-16,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,VMC,"Nutwood, IL",Personal,0,1,0,0,2,CESSNA 172P
2015-09-16,Destroyed,airplane,BOATRIGHT WAYLON,RV10,1,Reciprocating,Yes,VMC,"Alma, GA",Personal,5,0,0,0,15,BOATRIGHT WAYLON RV10
2015-09-16,Substantial,airplane,SCHWEIZER AIRCRAFT CORP,G 164B,1,Reciprocating,No,VMC,"Paxton, NE",Aerial Application,0,1,0,0,2,SCHWEIZER AIRCRAFT CORP G 164B
2015-09-16,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Herington, KS",Personal,0,0,0,1,0,CESSNA 172N
2015-09-17,Substantial,airplane,CESSNA,R172,1,Reciprocating,No,VMC,"College Station, TX",Personal,0,0,2,0,2,CESSNA R172
2015-09-17,Substantial,airplane,DOUGLAS,A4N,1,Turbo Jet,No,VMC,"Phoenix, AZ",Flight Test,0,1,0,0,2,DOUGLAS A4N
2015-09-18,Substantial,airplane,CESSNA,U206,1,Reciprocating,No,IMC,"Spring Hill, FL",Personal,1,0,0,0,3,CESSNA U206
2015-09-18,Substantial,airplane,AVIAT,A1,1,Reciprocating,No,VMC,"Rock Springs, WY",Personal,0,0,0,1,0,AVIAT A1
2015-09-18,Substantial,airplane,HELIO,H 395,1,Reciprocating,No,VMC,"Bethel, AK",,0,0,0,4,0,HELIO H 395
2015-09-19,Substantial,airplane,CESSNA,172E,1,Reciprocating,No,VMC,"Gettysburg, PA",Personal,0,0,2,0,2,CESSNA 172E
2015-09-19,Substantial,airplane,CLARK,1000,1,Reciprocating,No,VMC,"Warehouse Point, CT",Personal,0,1,0,0,2,CLARK 1000
2015-09-19,Substantial,airplane,CESSNA,150M,1,Reciprocating,No,VMC,"Mount Airy, MD",Personal,0,0,0,1,0,CESSNA 150M
2015-09-19,Substantial,airplane,DIAMOND AIRCRAFT IND INC,DA 20 C1,1,Reciprocating,No,VMC,"Sanford, NC",Personal,0,0,0,1,0,DIAMOND AIRCRAFT IND INC DA 20 C1
2015-09-19,Substantial,airplane,PIPER,PA 20,1,Reciprocating,No,VMC,"Marshfield, MA",Personal,0,0,0,2,0,PIPER PA 20
2015-09-19,Substantial,airplane,PIPER,PA 28-161,1,Reciprocating,No,VMC,"Pittsburg, PA",Personal,0,0,0,1,0,PIPER PA 28-161
2015-09-19,Substantial,airplane,MOONEY,M20M,1,Reciprocating,No,VMC,"Manville, NJ",Personal,0,0,0,2,0,MOONEY M20M
2015-09-19,Substantial,airplane,PIPER,PA 24-250,1,Reciprocating,No,VMC,"New Orleans, LA",Personal,0,0,0,1,0,PIPER PA 24-250
2015-09-20,Destroyed,airplane,CESSNA,150H,1,Reciprocating,No,VMC,"Morrisville, NY",Personal,2,0,0,0,6,CESSNA 150H
2015-09-20,Substantial,airplane,STINSON,108,1,Reciprocating,No,VMC,"Palmer, AK",Personal,0,0,2,0,2,STINSON 108
2015-09-20,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Shiocton, WI",Personal,0,0,0,2,0,CESSNA 172M
2015-09-21,Minor,airplane,CESSNA,T206H,1,Reciprocating,No,VMC,"Idaho Falls, ID",Aerial Observation,0,2,0,0,4,CESSNA T206H
2015-09-21,Substantial,airplane,GRAVES BRYON S,VANS RV-7A,1,Reciprocating,Yes,VMC,"Byron, CA",Personal,0,0,0,2,0,GRAVES BRYON S VANS RV-7A
2015-09-21,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Bally, PA",Personal,0,1,0,0,2,CESSNA 172
2015-09-21,Substantial,airplane,PIPER,PA 32-260,1,Reciprocating,No,VMC,"Jackpot, NV",Personal,0,0,0,2,0,PIPER PA 32-260
2015-09-21,Substantial,airplane,CESSNA,421B,2,Reciprocating,No,VMC,"Platteville, WI",Business,0,2,0,0,4,CESSNA 421B
2015-09-21,Substantial,airplane,AERO COMMANDER,680 E,2,Reciprocating,No,VMC,"Boise, ID",Personal,0,0,1,0,1,AERO COMMANDER 680 E
2015-09-21,Substantial,airplane,CHAMPION,7ECA,1,Reciprocating,No,VMC,"Talkeetna, AK",Personal,0,0,1,0,1,CHAMPION 7ECA
2015-09-21,Substantial,airplane,CESSNA,177RG,1,Reciprocating,No,VMC,"Aztec, NM",Personal,0,0,0,1,0,CESSNA 177RG
2015-09-22,Substantial,airplane,LERCH,RV6A,1,Reciprocating,Yes,VMC,"Deckerville, MI",Personal,0,1,1,0,3,LERCH RV6A
2015-09-22,Substantial,airplane,BRUNZLICK LARRY R,SEAWIND 3000 EXPERIM,1,Reciprocating,Yes,VMC,"Pelican Lake, WI",Personal,0,0,0,1,0,BRUNZLICK LARRY R SEAWIND 3000 EXPERIM
2015-09-23,Substantial,airplane,PIPER,PA 28,1,Reciprocating,No,VMC,"Elko, NV",Personal,0,1,1,0,3,PIPER PA 28
2015-09-23,Substantial,airplane,CESSNA,305A,1,Reciprocating,No,VMC,"Show Low, AZ",Personal,0,0,0,2,0,CESSNA 305A
2015-09-23,Substantial,airplane,CESSNA,195,1,Reciprocating,No,VMC,"Merritt Island, FL",Personal,0,1,0,1,2,CESSNA 195
2015-09-24,Substantial,airplane,CESSNA,180,1,Reciprocating,No,VMC,"McCall, ID",Personal,0,0,0,1,0,CESSNA 180
2015-09-24,Substantial,airplane,CESSNA,177,1,Reciprocating,No,VMC,"Thermal, CA",Personal,0,0,0,2,0,CESSNA 177
2015-09-24,Substantial,airplane,PIPER,PA 28,1,Reciprocating,No,VMC,"Van Nuys, CA",Instructional,0,0,0,1,0,PIPER PA 28
2015-09-24,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Arctic Village, AK",Personal,0,1,0,1,2,CESSNA 170B
2015-09-24,Substantial,airplane,CESSNA,T182T,1,Reciprocating,No,VMC,"Ely, NV",Personal,0,0,0,1,0,CESSNA T182T
2015-09-25,Destroyed,airplane,BEECH,S35,1,Reciprocating,No,VMC,"Pagosa Springs, CO",Personal,2,0,0,0,6,BEECH S35
2015-09-25,Destroyed,airplane,CESSNA,T310Q,1,Reciprocating,No,VMC,"Wichita, KS",Personal,1,0,0,0,3,CESSNA T310Q
2015-09-25,Destroyed,airplane,"PIERCE, HENRY",BUSHBY MUSTANG II,1,Reciprocating,Yes,VMC,"Granbury, TX",Personal,2,0,0,0,6,"PIERCE, HENRY BUSHBY MUSTANG II"
2015-09-25,Substantial,airplane,CESSNA,182A,1,Reciprocating,No,VMC,"Ama, LA",Personal,0,0,0,1,0,CESSNA 182A
2015-09-25,Substantial,airplane,STINSON,HW75,1,Reciprocating,No,VMC,"Bremerton, WA",Personal,0,0,0,2,0,STINSON HW75
2015-09-25,Substantial,airplane,HOWARD AIRCRAFT,DGA 15P,1,Reciprocating,No,VMC,"Englewood, CO",Personal,0,0,0,1,0,HOWARD AIRCRAFT DGA 15P
2015-09-26,Substantial,airplane,JONES RALPH D,ZODIAC  CH 601 HD,1,Reciprocating,Yes,VMC,"Ama, LA",Personal,1,0,0,0,3,JONES RALPH D ZODIAC  CH 601 HD
2015-09-26,Substantial,airplane,CESSNA,150F,1,Reciprocating,No,VMC,"Fort Wayne, IN",Personal,0,0,1,0,1,CESSNA 150F
2015-09-26,Substantial,airplane,PIPER,PA 24,1,Reciprocating,No,VMC,"West Bend, WI",Personal,0,0,0,1,0,PIPER PA 24
2015-09-26,Substantial,airplane,BEECH,C35,1,Reciprocating,No,VMC,"Belen, NM",Personal,0,0,0,4,0,BEECH C35
2015-09-27,Substantial,airplane,CESSNA,182,1,Reciprocating,No,VMC,"Lexington, TX",Skydiving,1,0,0,0,3,CESSNA 182
2015-09-27,Substantial,airplane,CESSNA,182G,1,Reciprocating,No,VMC,"Glenwood Springs, CO",Personal,0,1,1,0,3,CESSNA 182G
2015-09-27,Substantial,airplane,CESSNA,305F,1,Reciprocating,No,VMC,"Bentonville, AR",Business,0,0,0,1,0,CESSNA 305F
2015-09-27,Substantial,airplane,CESSNA,550,2,Turbo Fan,No,VMC,"Sarasota, FL",Personal,0,2,0,0,4,CESSNA 550
2015-09-28,Destroyed,airplane,SUKHOI,SU-26,1,Reciprocating,No,VMC,"Slidell, TX",Personal,0,0,1,0,1,SUKHOI SU-26
2015-09-28,Substantial,airplane,CESSNA,150F,1,Reciprocating,No,VMC,"Port Townsend, WA",Personal,0,0,2,0,2,CESSNA 150F
2015-09-28,Substantial,airplane,EDWARD M VAN MORLAN,RANS S-12,1,Reciprocating,Yes,VMC,"Gardner, KS",Personal,0,0,1,0,1,EDWARD M VAN MORLAN RANS S-12
2015-09-29,Substantial,airplane,RANS,S18,1,Reciprocating,Yes,VMC,"Shattuck, OK",Personal,1,0,0,0,3,RANS S18
2015-09-29,Substantial,airplane,PIPER,PA 28RT-201T,1,Reciprocating,No,VMC,"Dawson Springs, KY",Personal,0,0,1,0,1,PIPER PA 28RT-201T
2015-09-29,Substantial,airplane,CUBCRAFTERS,CC11-160,1,Reciprocating,No,VMC,"Lake City, CO",Personal,0,0,0,2,0,CUBCRAFTERS CC11-160
2015-09-29,Substantial,airplane,CUBCRAFTERS,CC11-160,1,Reciprocating,No,VMC,"Lake City, CO",Personal,0,0,0,1,0,CUBCRAFTERS CC11-160
2015-09-30,Substantial,airplane,PIPER,PA 30,2,Reciprocating,No,VMC,"St. Petersburg, FL",Personal,1,0,0,0,3,PIPER PA 30
2015-09-30,Substantial,airplane,MAULE,M 7-235C,1,Reciprocating,No,VMC,"Kemmerer, WY",Personal,0,0,0,2,0,MAULE M 7-235C
2015-09-30,Substantial,airplane,CAPELLA AIRCRAFT CORPORATION (,FW2TDXLS,1,Reciprocating,Yes,VMC,"Bartlesville, OK",Personal,0,1,0,0,2,CAPELLA AIRCRAFT CORPORATION ( FW2TDXLS
2015-09-30,Substantial,airplane,BEECH,V35B,1,Reciprocating,No,VMC,"Houston, TX",Personal,0,0,0,1,0,BEECH V35B
2015-10-01,Substantial,airplane,CESSNA,170A,1,Reciprocating,No,VMC,"Springfield, CO",Personal,0,0,0,1,0,CESSNA 170A
2015-10-01,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Avalon, CA",Personal,0,0,0,3,0,CESSNA 172
2015-10-02,Destroyed,airplane,JOHNSON,COOT,1,Reciprocating,Yes,VMC,"Deer Park, WA",Personal,1,0,0,0,3,JOHNSON COOT
2015-10-02,Destroyed,airplane,PIPER,PA32R,1,Reciprocating,No,IMC,"Westminster, SC",Personal,4,0,0,0,12,PIPER PA32R
2015-10-02,Substantial,airplane,PIPER,PA 28-140,1,Reciprocating,No,VMC,"Huntsville, TX",Personal,1,0,0,0,3,PIPER PA 28-140
2015-10-02,Substantial,airplane,PIPER,PA 18-150,1,Reciprocating,No,VMC,"Talkeetna, AK",Personal,0,0,0,2,0,PIPER PA 18-150
2015-10-02,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"McMinnville, OR",Instructional,0,0,0,2,0,CESSNA 172M
2015-10-03,Substantial,airplane,CESSNA,172B,1,Reciprocating,No,VMC,"Redding, CA",Personal,0,0,1,1,1,CESSNA 172B
2015-10-04,Substantial,airplane,BUSHMASTER,SUPER BUSHMASTER,1,Reciprocating,Yes,VMC,"Marble Canyon, AZ",Unknown,0,1,0,1,2,BUSHMASTER SUPER BUSHMASTER
2015-10-04,Substantial,airplane,GROSCH,STARDUSTER TOO SA 30,1,Reciprocating,Yes,VMC,"Lincoln, CA",Personal,0,0,0,1,0,GROSCH STARDUSTER TOO SA 30
2015-10-05,Destroyed,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Cedar City, UT",Business,2,0,0,0,6,CESSNA 152
2015-10-05,Substantial,airplane,CESSNA,150,1,Reciprocating,No,VMC,"Dexter, MO",Personal,0,0,1,0,1,CESSNA 150
2015-10-05,Substantial,airplane,BOGLE ABSEY C,BREEZY RLU-1,1,Reciprocating,Yes,VMC,"BRYAN, TX",Personal,0,1,0,0,2,BOGLE ABSEY C BREEZY RLU-1
2015-10-06,Destroyed,airplane,BEECH,P35,1,Reciprocating,No,IMC,"Chadron, NE",Personal,1,0,0,0,3,BEECH P35
2015-10-06,Substantial,airplane,RAYTHEON AIRCRAFT COMPANY,A36,1,Reciprocating,No,VMC,"Monterey, CA",Personal,0,0,0,1,0,RAYTHEON AIRCRAFT COMPANY A36
2015-10-06,Substantial,airplane,BEECH,58,2,Reciprocating,No,VMC,"Albany, GA",Personal,0,0,0,1,0,BEECH 58
