Event.Date,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Amateur.Built,Weather.Condition,Location,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk_Score,Make_Model
2010-03-14,Substantial,airplane,CESSNA,TU206,1,Reciprocating,No,VMC,"Ninnekah, OK",Personal,0,4,0,0,8,CESSNA TU206
2010-03-15,Minor,airplane,SMITH EDWARD I,LANCAIR IV-P,1,Reciprocating,Yes,VMC,"Hilton Head Island, SC",Personal,0,0,0,2,0,SMITH EDWARD I LANCAIR IV-P
2010-03-15,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Waupaca, WI",Instructional,0,0,0,1,0,CESSNA 172M
2010-03-15,Substantial,airplane,BRITTEN-NORMAN,BN-2A-21,2,Reciprocating,No,VMC,"Kodiak, AK",,0,1,2,0,4,BRITTEN-NORMAN BN-2A-21
2010-03-15,Substantial,airplane,CESSNA,T337G,2,Reciprocating,No,VMC,"Shelby, NC",Personal,0,0,0,1,0,CESSNA T337G
2010-03-15,Substantial,airplane,MIGAS,RV9-A,1,Reciprocating,Yes,VMC,"Twin Falls, ID",Personal,0,0,1,0,1,MIGAS RV9-A
2010-03-17,Substantial,airplane,NORTH AMERICAN,AT6,1,Reciprocating,No,VMC,"Bakersfield, CA",Personal,2,0,0,0,6,NORTH AMERICAN AT6
2010-03-17,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Anchorage, AK",Personal,0,0,0,2,0,CESSNA 170B
2010-03-17,Substantial,airplane,PIPER,PA-28R-200,1,Reciprocating,No,VMC,"Eliza Island, WA",Personal,0,0,0,2,0,PIPER PA-28R-200
2010-03-17,Substantial,airplane,KJONAAS,VARIEZE,1,Reciprocating,Yes,VMC,"Casa Grande, AZ",Personal,0,0,1,0,1,KJONAAS VARIEZE
2010-03-17,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"Okanogan, WA",Personal,0,0,0,2,0,PIPER PA-18-150
2010-03-17,Substantial,airplane,CESSNA,150F,1,Reciprocating,No,VMC,"Tillamook, OR",Personal,0,0,0,2,0,CESSNA 150F
2010-03-17,Substantial,airplane,PIPER,PA-30,2,Reciprocating,No,VMC,"Baltimore, MD",Personal,0,0,0,2,0,PIPER PA-30
2010-03-18,Substantial,airplane,BEECH,95,2,Reciprocating,No,VMC,"Lagrange, NY",Personal,1,0,0,0,3,BEECH 95
2010-03-18,Substantial,airplane,MAULE,M-5-235C,1,Reciprocating,No,VMC,"Lewisville, TX",Personal,1,0,1,0,4,MAULE M-5-235C
2010-03-18,Substantial,airplane,WALSH PHILIP J,SEA REY,1,Reciprocating,Yes,VMC,"Huntsville, AR",Personal,1,0,0,0,3,WALSH PHILIP J SEA REY
2010-03-18,Substantial,airplane,CESSNA,421B,2,Reciprocating,No,VMC,"Artesia, NM",Business,0,0,0,2,0,CESSNA 421B
2010-03-18,Substantial,airplane,CESSNA,182B,1,Reciprocating,No,IMC,"Port Alsworth, AK",Personal,0,0,0,2,0,CESSNA 182B
2010-03-18,Substantial,airplane,PIPER,PA-22-160,1,Reciprocating,No,VMC,"Phoenix, AZ",Instructional,0,0,0,2,0,PIPER PA-22-160
2010-03-18,Substantial,airplane,CARR,RV-4,1,Reciprocating,Yes,VMC,"Arlington, WA",Personal,0,0,0,1,0,CARR RV-4
2010-03-18,Substantial,airplane,CESSNA,182G,1,Reciprocating,No,VMC,"Mount Vernon, MO",Skydiving,0,0,0,1,0,CESSNA 182G
2010-03-19,Substantial,airplane,FERGUSON WILLIAM C,FX4-2,1,Reciprocating,No,VMC,"Cartersville, GA",Instructional,0,0,0,2,0,FERGUSON WILLIAM C FX4-2
2010-03-20,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Morton, WA",Business,1,0,1,0,4,CIRRUS DESIGN CORP SR22
2010-03-20,Substantial,airplane,PIPER,PA-32R-300,1,Reciprocating,No,VMC,"Williston, FL",Personal,3,0,0,0,9,PIPER PA-32R-300
2010-03-20,Destroyed,airplane,KINNEY KEVIN,ZENITH 601XL,1,Reciprocating,Yes,VMC,"Warren, OH",Personal,0,0,0,1,0,KINNEY KEVIN ZENITH 601XL
2010-03-21,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Connelsville, PA",Personal,0,0,0,3,0,CESSNA 172M
2010-03-21,Substantial,airplane,PIPER,PA-28-181,1,Reciprocating,No,VMC,"Phoenix, AZ",Instructional,0,0,0,3,0,PIPER PA-28-181
2010-03-21,Substantial,airplane,BEECH,23,1,Reciprocating,No,VMC,"Twenty Nine Palms, CA",Personal,0,0,0,1,0,BEECH 23
2010-03-21,Substantial,airplane,BEECH,B95,2,Reciprocating,No,VMC,"Lumberton, NJ",Personal,0,0,0,1,0,BEECH B95
2010-03-21,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Farmingdale, NY",Instructional,0,0,0,1,0,CESSNA 172
2010-03-22,Substantial,airplane,CIRRUS DESIGN CORP,SR22,1,Reciprocating,No,VMC,"Sugar Land, TX",Personal,0,3,0,0,6,CIRRUS DESIGN CORP SR22
2010-03-22,Substantial,airplane,CESSNA,150L,1,Reciprocating,No,VMC,"Lake Alfred, FL",Instructional,0,0,0,2,0,CESSNA 150L
2010-03-22,Substantial,airplane,WILLIAMS YAKOVLEV,YAK 3UPW,1,Reciprocating,No,VMC,"Half Moon Bay, CA",Personal,0,0,0,1,0,WILLIAMS YAKOVLEV YAK 3UPW
2010-03-22,Substantial,airplane,SHAW,FISHER FP 404,1,Reciprocating,Yes,VMC,"Lillian, AL",Personal,0,0,1,0,1,SHAW FISHER FP 404
2010-03-22,Substantial,airplane,LOEHR THOMAS H,ZENITH STOL CH701,1,Reciprocating,Yes,VMC,"Eldon, MO",Personal,0,0,0,1,0,LOEHR THOMAS H ZENITH STOL CH701
2010-03-22,Substantial,airplane,BEECH,58,2,Reciprocating,No,VMC,"Santa Barbara, CA",Personal,0,0,0,4,0,BEECH 58
2010-03-22,Substantial,airplane,CESSNA,R172E,1,Reciprocating,No,VMC,"Alamogordo, NM",Personal,0,0,0,0,0,CESSNA R172E
2010-03-23,Substantial,airplane,PIPER,PA30,2,Reciprocating,No,VMC,"Hollister, CA",Ferry,0,0,0,1,0,PIPER PA30
2010-03-23,Substantial,airplane,CESSNA,140,1,Reciprocating,No,VMC,"Malta, OH",Personal,0,0,0,2,0,CESSNA 140
2010-03-23,Substantial,airplane,CESSNA,182Q,1,Reciprocating,No,VMC,"Fallbrook, CA",Personal,0,0,0,2,0,CESSNA 182Q
2010-03-23,Substantial,airplane,CESSNA,206,1,Reciprocating,No,VMC,"Homer, AK",,0,2,0,1,4,CESSNA 206
2010-03-24,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Moore, SC",Instructional,0,0,0,2,0,CESSNA 152
2010-03-24,Substantial,airplane,CESSNA,170,1,Reciprocating,No,VMC,"Kingman, AZ",Personal,0,0,0,2,0,CESSNA 170
2010-03-24,Substantial,airplane,HARDIE JAMES D,KIT FOX XL,1,Reciprocating,Yes,VMC,"Willows, CA",Personal,0,0,0,1,0,HARDIE JAMES D KIT FOX XL
2010-03-25,Substantial,airplane,STINSON,108-3,1,Reciprocating,No,VMC,"Lebanon, OR",Personal,0,1,0,0,2,STINSON 108-3
2010-03-25,Substantial,airplane,PIPER,PA-22-150,1,Reciprocating,No,VMC,"Terry, MT",Business,0,0,0,2,0,PIPER PA-22-150
2010-03-25,Substantial,airplane,CESSNA,120,1,Reciprocating,No,VMC,"Annapolis, MD",Ferry,0,0,0,1,0,CESSNA 120
2010-03-26,Substantial,airplane,MORRISON JOSEPH,Q2,1,Reciprocating,Yes,VMC,"Frazier Park, CA",Personal,0,0,0,2,0,MORRISON JOSEPH Q2
2010-03-26,Substantial,airplane,CESSNA,172S,1,Reciprocating,No,VMC,"Mckinney, TX",Instructional,0,0,0,1,0,CESSNA 172S
2010-03-26,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Venice, FL",Instructional,0,0,0,1,0,CESSNA 152
2010-03-26,Substantial,airplane,PIPER,PA-34-220T,2,Reciprocating,No,VMC,"Sedona, AZ",Personal,0,0,0,2,0,PIPER PA-34-220T
2010-03-27,Substantial,airplane,VAN DUSEN JOHN M,LONGEZE,1,Reciprocating,Yes,VMC,"Houston, TX",Personal,0,0,0,1,0,VAN DUSEN JOHN M LONGEZE
2010-03-27,Substantial,airplane,BEECH,58,2,Reciprocating,No,VMC,"Naples, FL",Personal,0,0,0,1,0,BEECH 58
2010-03-27,Substantial,airplane,DIAMOND,DA20,1,Reciprocating,No,VMC,"Chesapeake, VA",Personal,0,0,0,2,0,DIAMOND DA20
2010-03-27,Substantial,airplane,WACO,YPF-7,1,Reciprocating,No,VMC,"Houston, TX",Personal,0,0,0,2,0,WACO YPF-7
2010-03-28,Substantial,airplane,STOLP STARDUSTER,SA-300,1,Reciprocating,Yes,VMC,"Goodyear, AZ",Personal,0,0,0,1,0,STOLP STARDUSTER SA-300
2010-03-28,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"Palermo, NY",Personal,0,1,1,0,3,PIPER PA-28-180
2010-03-29,Substantial,airplane,CESSNA,182T,1,Reciprocating,No,VMC,"Lansing, IA",Personal,0,0,0,3,0,CESSNA 182T
2010-03-30,Destroyed,airplane,PIPER,PA46,1,Reciprocating,No,VMC,"Roanoke, VA",Personal,1,0,1,0,4,PIPER PA46
2010-03-30,Substantial,airplane,CESSNA,182M,1,Reciprocating,No,VMC,"Hamilton, TX",Personal,0,2,0,2,4,CESSNA 182M
2010-03-30,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Sarasota, FL",Instructional,0,0,0,1,0,CESSNA 172
2010-03-30,Substantial,airplane,CESSNA,182P,1,Reciprocating,No,VMC,"Frederick, MD",Public Aircraft - Local,0,2,0,0,4,CESSNA 182P
2010-03-31,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Ankeny, IA",Personal,0,0,0,2,0,CESSNA 172N
2010-03-31,Substantial,airplane,BEECH,95-B55 (T42A),2,Reciprocating,No,VMC,"Sevierville, TN",Personal,0,0,0,3,0,BEECH 95-B55 (T42A)
2010-04-01,Substantial,airplane,RATCLIFFE JOHN A,KOLB MARK3X,1,Reciprocating,Yes,VMC,"Charleston, SC",Personal,1,0,0,0,3,RATCLIFFE JOHN A KOLB MARK3X
2010-04-01,Destroyed,airplane,BEECH,B36TC,1,Reciprocating,No,VMC,"Dayton, OH",Personal,2,0,0,0,6,BEECH B36TC
2010-04-01,Destroyed,airplane,CZECH AIRCRAFT WORKS SPOL SRO,MERMAID,1,Reciprocating,No,VMC,"Algonac, MI",Personal,1,0,0,0,3,CZECH AIRCRAFT WORKS SPOL SRO MERMAID
2010-04-01,Substantial,airplane,CESSNA,182F,1,Reciprocating,No,VMC,"Wichita Falls, TX",Business,0,0,0,1,0,CESSNA 182F
2010-04-01,Substantial,airplane,BEECH,95,2,Reciprocating,No,VMC,"Eden Prairie, MN",Personal,0,0,2,0,2,BEECH 95
2010-04-02,Destroyed,airplane,CESSNA,172D,1,Reciprocating,No,VMC,"Hillsboro, OH",Personal,1,0,0,0,3,CESSNA 172D
2010-04-02,Substantial,airplane,LOPEZ PHILLIP,JABIRU J250,1,Reciprocating,Yes,VMC,"Middletown, DE",Personal,1,0,1,0,4,LOPEZ PHILLIP JABIRU J250
2010-04-02,Substantial,airplane,AIR TRACTOR,AT-301,1,Reciprocating,No,VMC,"Malden, MO",Aerial Application,0,1,0,0,2,AIR TRACTOR AT-301
2010-04-03,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"Stony River, AK",Public Aircraft - State,0,0,0,1,0,PIPER PA-18-150
2010-04-03,Substantial,airplane,CESSNA,172E,1,Reciprocating,No,VMC,"West Milford, NJ",Personal,1,0,1,0,4,CESSNA 172E
2010-04-03,Substantial,airplane,CUPAIOLE,RV-6A,1,Reciprocating,Yes,VMC,"West Palm Beach, FL",Personal,1,0,0,0,3,CUPAIOLE RV-6A
2010-04-03,Substantial,airplane,MITSUBISHI,MU-2B-26A,2,Turbo Prop,No,VMC,"Princeton, KY",Business,0,1,0,0,2,MITSUBISHI MU-2B-26A
2010-04-03,Substantial,airplane,MAULE,MXT-7-180,1,Reciprocating,No,VMC,"Maybee, MI",Personal,0,0,0,2,0,MAULE MXT-7-180
2010-04-03,Substantial,airplane,CESSNA,182S,1,Reciprocating,No,VMC,"Montauck, NY",Personal,0,1,0,0,2,CESSNA 182S
2010-04-03,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"New Hudson, MI",Personal,0,0,0,1,0,CESSNA 172N
2010-04-03,Substantial,airplane,CESSNA,172K,1,Reciprocating,No,VMC,"Romney, WV",Personal,0,1,0,0,2,CESSNA 172K
2010-04-03,Substantial,airplane,CESSNA,T210N,1,Reciprocating,No,VMC,"Truckee, CA",Personal,0,0,0,2,0,CESSNA T210N
2010-04-04,Substantial,airplane,CENTER CHARLES C,X-5,1,Reciprocating,Yes,VMC,"Ghent, NY",Personal,2,0,0,0,6,CENTER CHARLES C X-5
2010-04-04,Substantial,airplane,STUTESMAN CHARLES LEE,RV-6,1,Reciprocating,Yes,VMC,"Balmorhea, TX",Personal,1,0,0,0,3,STUTESMAN CHARLES LEE RV-6
2010-04-04,Substantial,airplane,PIPER,PA-31-350,2,Reciprocating,No,VMC,"Honolulu, HI",,0,0,0,1,0,PIPER PA-31-350
2010-04-04,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"Brook Park, MN",Personal,0,0,0,1,0,PIPER PA-18-150
2010-04-04,Substantial,airplane,CESSNA,150G,1,Reciprocating,No,VMC,"Winter Haven, FL",Instructional,0,0,0,1,0,CESSNA 150G
2010-04-04,Substantial,airplane,CESSNA,P210N,1,Reciprocating,No,VMC,"Leavenworth, WA",Personal,0,0,0,1,0,CESSNA P210N
2010-04-05,Substantial,airplane,MAULE,M-5-210C,1,Reciprocating,No,VMC,"Bismarck, ND",Personal,0,0,0,4,0,MAULE M-5-210C
2010-04-05,Substantial,airplane,STROUP ROBERT,RV-6,1,Reciprocating,Yes,VMC,"Muleshoe, TX",Personal,0,1,0,1,2,STROUP ROBERT RV-6
2010-04-05,Substantial,airplane,PIPER,PA-32R-301T,1,Reciprocating,No,VMC,"Augusta, GA",Personal,0,0,0,2,0,PIPER PA-32R-301T
2010-04-06,Substantial,airplane,CESSNA,175,1,Reciprocating,No,VMC,"Eveleth, MN",Personal,0,0,0,2,0,CESSNA 175
2010-04-07,Substantial,airplane,CESSNA,170B,1,Reciprocating,No,VMC,"Columbia, CA",Personal,0,0,0,3,0,CESSNA 170B
2010-04-07,Substantial,airplane,PIPER,PA28,1,Reciprocating,No,VMC,"Louisville, KY",Personal,0,0,1,0,1,PIPER PA28
2010-04-07,Substantial,airplane,CESSNA,404,2,Reciprocating,No,VMC,"Ponce, PR",Public Aircraft,0,0,0,3,0,CESSNA 404
2010-04-07,Substantial,airplane,BEECH,95-B55,2,Reciprocating,No,VMC,"Center, ND",Public Aircraft - State,0,0,1,1,1,BEECH 95-B55
2010-04-07,Substantial,airplane,CESSNA,150,1,Reciprocating,No,VMC,"Waterproof, LA",Personal,0,0,0,2,0,CESSNA 150
2010-04-07,Substantial,airplane,CESSNA,150G,1,Reciprocating,No,VMC,"Cooperstown, NY",Instructional,0,2,0,0,4,CESSNA 150G
2010-04-07,Substantial,airplane,MASON,AVENTURA II,1,Reciprocating,Yes,VMC,"Greensboro, NC",Personal,0,0,0,1,0,MASON AVENTURA II
2010-04-07,Substantial,airplane,CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,1,Reciprocating,No,VMC,"Moore Haven, FL",Personal,0,0,0,2,0,CONSOLIDATED AERONAUTICS INC. LAKE LA-4-200
2010-04-08,Substantial,airplane,AMERICAN CHAMPION,7GCAA,1,Reciprocating,No,VMC,"Creve Couer, MO",Instructional,0,0,0,2,0,AMERICAN CHAMPION 7GCAA
2010-04-08,Substantial,airplane,SNOW,ROCKET F1,1,Reciprocating,Yes,VMC,"Borrego Springs, CA",Personal,1,0,0,0,3,SNOW ROCKET F1
2010-04-08,Substantial,airplane,MATHIS MELVIN R,BUSHBY MUSTANG II,1,Reciprocating,Yes,VMC,"Apple Valley, CA",Instructional,0,0,0,2,0,MATHIS MELVIN R BUSHBY MUSTANG II
2010-04-08,Substantial,airplane,GRUMMAN,G-164B,1,Turbo Prop,No,VMC,"Forest City, MO",Positioning,0,0,0,1,0,GRUMMAN G-164B
2010-04-09,Substantial,airplane,GRUMMAN AMERICAN AVN. CORP.,G-1159,2,Turbo Fan,No,IMC,"Seattle, WA",Personal,0,0,0,6,0,GRUMMAN AMERICAN AVN. CORP. G-1159
2010-04-09,Substantial,airplane,QUICKSILVER,SPORT 2S,1,Reciprocating,No,VMC,"Canton, TX",Personal,0,0,0,1,0,QUICKSILVER SPORT 2S
2010-04-09,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"Lawton, OK",Personal,0,1,1,0,3,CESSNA 172
2010-04-10,Substantial,airplane,BOEING,737-3H4,2,Turbo Fan,No,VMC,"Los Angeles, CA",,0,0,0,109,0,BOEING 737-3H4
2010-04-10,Substantial,airplane,COSTRUZIONI AERONAUTICHETECNAM,P2002 SIERRA,1,Reciprocating,No,VMC,"Tooele, UT",Personal,0,0,0,1,0,COSTRUZIONI AERONAUTICHETECNAM P2002 SIERRA
2010-04-10,Substantial,airplane,LUSCOMBE,8A,1,Reciprocating,No,VMC,"Lakeland, FL",Personal,0,0,0,1,0,LUSCOMBE 8A
2010-04-10,Substantial,airplane,CESSNA,150D,1,Reciprocating,No,VMC,"Galena, ID",Personal,0,1,0,1,2,CESSNA 150D
2010-04-11,Destroyed,airplane,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,1,Reciprocating,No,VMC,"Millbrook, NY",Personal,0,0,1,0,1,CZECH AIRCRAFT WORKS SPOL SRO SPORTCRUISER
2010-04-11,Substantial,airplane,BEECH,95-A55,2,Reciprocating,No,VMC,"Arecibo, PR",Personal,0,0,2,0,2,BEECH 95-A55
2010-04-11,Substantial,airplane,PIPER,PA-18-150,1,Reciprocating,No,VMC,"Taft, CA",Personal,0,1,0,0,2,PIPER PA-18-150
2010-04-11,Substantial,airplane,PIPER,PA17,1,Reciprocating,No,VMC,"Louisburg, NC",Personal,0,1,0,0,2,PIPER PA17
2010-04-11,Substantial,airplane,PIPER,PA-24-180,1,Reciprocating,No,VMC,"Middlefield, OH",Personal,0,0,0,2,0,PIPER PA-24-180
2010-04-11,Substantial,airplane,MAULE,MX7,1,Reciprocating,No,VMC,"Greenville, NC",Personal,0,0,0,1,0,MAULE MX7
2010-04-11,Substantial,airplane,CESSNA,210,1,Reciprocating,No,VMC,"Show Low, AZ",Personal,0,0,0,2,0,CESSNA 210
2010-04-12,Substantial,airplane,UNIVAIR AIRCRAFT CORPORATION,415-C,1,Reciprocating,No,VMC,"Columbiaville, MI",Personal,0,0,0,1,0,UNIVAIR AIRCRAFT CORPORATION 415-C
2010-04-12,Substantial,airplane,PIPER,PA-28-180,1,Reciprocating,No,VMC,"Three Rivers, MI",Instructional,0,0,0,2,0,PIPER PA-28-180
2010-04-13,Substantial,airplane,BOEING,737,2,Turbo Fan,No,IMC,"Manokwari, Indonesia",,0,0,0,0,0,BOEING 737
2010-04-14,Substantial,airplane,DALIN RONALD K,T-51 MUSTANG,1,Reciprocating,Yes,VMC,"Lakeland, FL",Personal,0,0,0,2,0,DALIN RONALD K T-51 MUSTANG
2010-04-14,Destroyed,airplane,AIRBUS,A300B4-203,2,Turbo Fan,No,IMC,"Monterrey, Mexico",,5,0,0,0,15,AIRBUS A300B4-203
2010-04-14,Substantial,airplane,ANKERSTAR BRADLEY D,RAND-ROBINSON KR2,1,Reciprocating,Yes,VMC,"Hamilton, OH",Personal,0,0,0,1,0,ANKERSTAR BRADLEY D RAND-ROBINSON KR2
2010-04-15,Substantial,airplane,CESSNA,150L,1,Reciprocating,No,VMC,"Princeville, OR",Personal,0,0,0,1,0,CESSNA 150L
2010-04-15,Substantial,airplane,REED WILLIAM A,KITFOX 4,1,Reciprocating,Yes,VMC,"Baraboo, WI",Personal,0,0,1,0,1,REED WILLIAM A KITFOX 4
2010-04-16,Substantial,airplane,BIBBEE,COZY MARK IV,1,Reciprocating,Yes,VMC,"North Las Vegas, NV",Personal,0,1,0,0,2,BIBBEE COZY MARK IV
2010-04-16,Substantial,airplane,CESSNA,172H,1,Reciprocating,No,VMC,"Archer, FL",Personal,1,0,0,0,3,CESSNA 172H
2010-04-16,Substantial,airplane,KRAMER CLEMENS E,STOL CH750,1,Reciprocating,Yes,VMC,"Lakeland, FL",Personal,0,0,0,1,0,KRAMER CLEMENS E STOL CH750
2010-04-16,Substantial,airplane,PIPER,PA 46-350P,1,Reciprocating,No,VMC,"Parkersburg, WV",Business,0,0,0,2,0,PIPER PA 46-350P
2010-04-17,Substantial,airplane,CESSNA,182,1,Reciprocating,No,VMC,"El Cajon, CA",Personal,0,2,0,0,4,CESSNA 182
2010-04-17,Substantial,airplane,PIPER,PA-22-160,1,Reciprocating,No,VMC,"Fruitland, UT",Personal,0,0,0,2,0,PIPER PA-22-160
2010-04-17,Substantial,airplane,CESSNA,172M,1,Reciprocating,No,VMC,"Coldwater, KS",Personal,0,0,0,2,0,CESSNA 172M
2010-04-17,Substantial,airplane,STINSON,108-2,1,Reciprocating,No,VMC,"Dexter, MO",Personal,0,0,0,1,0,STINSON 108-2
2010-04-18,Substantial,airplane,MAULE,M5-235C,1,Reciprocating,No,VMC,"Zellwood, FL",Positioning,1,0,0,0,3,MAULE M5-235C
2010-04-18,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Avon Park, FL",Personal,0,0,0,2,0,CESSNA 152
2010-04-19,Substantial,airplane,TRUE FLIGHT HOLDINGS LLC,AA-5B,1,Reciprocating,No,VMC,"Muskegon, MI",Personal,0,0,0,2,0,TRUE FLIGHT HOLDINGS LLC AA-5B
2010-04-19,Destroyed,airplane,PIPER,PA-24-250,1,Reciprocating,No,VMC,"Madison, IN",Personal,1,0,0,0,3,PIPER PA-24-250
2010-04-19,Substantial,airplane,CESSNA,T206H,1,Reciprocating,No,VMC,"Fullerton, CA",Public Aircraft - Local,0,0,0,2,0,CESSNA T206H
2010-04-19,Substantial,airplane,PIPER,PA-24-250,1,Reciprocating,No,VMC,"West Chicago, IL",Personal,0,0,0,1,0,PIPER PA-24-250
2010-04-19,Substantial,airplane,BEECH,B35,1,Reciprocating,No,VMC,"Burbank, CA",Personal,0,0,0,1,0,BEECH B35
2010-04-20,Substantial,airplane,PIPER,J3C-65,1,Reciprocating,No,VMC,"White Bear Lake, MN",Personal,0,1,0,0,2,PIPER J3C-65
2010-04-21,Substantial,airplane,PIPER,PA-44-180,2,Reciprocating,No,VMC,"Tooele, UT",Instructional,0,1,0,1,2,PIPER PA-44-180
2010-04-21,Substantial,airplane,MURRAY,STARLITE,1,Reciprocating,Yes,VMC,"Shelbyville, IL",Positioning,0,0,0,1,0,MURRAY STARLITE
2010-04-21,Substantial,airplane,AIR TRACTOR,AT-802A,1,Turbo Prop,No,VMC,"Alpine, TX",Aerial Application,0,0,0,1,0,AIR TRACTOR AT-802A
2010-04-22,Substantial,airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,1,Reciprocating,No,VMC,"Buckeye, AZ",Aerial Application,0,1,0,0,2,GRUMMAN ACFT ENG COR-SCHWEIZER G-164B
2010-04-22,Substantial,airplane,GRUMMAN,G164,1,Reciprocating,No,VMC,"Hampton, GA",Banner Tow,0,0,0,1,0,GRUMMAN G164
2010-04-23,Substantial,airplane,NEW STANDARD,D-25,1,Reciprocating,No,VMC,"Vidalia, GA",Personal,0,0,0,1,0,NEW STANDARD D-25
2010-04-23,Substantial,airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164A,1,Turbo Prop,No,VMC,"Madera, CA",Positioning,0,0,0,1,0,GRUMMAN ACFT ENG COR-SCHWEIZER G-164A
2010-04-23,Substantial,airplane,CROSS-CAPPS,BREEZY,1,Reciprocating,Yes,VMC,"Livingston, TX",Instructional,0,0,1,1,1,CROSS-CAPPS BREEZY
2010-04-24,Substantial,airplane,CESSNA,172P,1,Reciprocating,No,IMC,"Wurtsboro, NY",Instructional,0,0,0,1,0,CESSNA 172P
2010-04-24,Substantial,airplane,CESSNA,172N,1,Reciprocating,No,VMC,"Poughkeepsie, NY",Personal,0,0,0,1,0,CESSNA 172N
2010-04-24,Substantial,airplane,PIPER,PA-22-135,1,Reciprocating,No,VMC,"Hoensdale, PA",Personal,0,0,0,3,0,PIPER PA-22-135
2010-04-24,Substantial,airplane,PIPER,PA 46-350P,1,Reciprocating,No,VMC,"Clemson, SC",Business,0,0,0,1,0,PIPER PA 46-350P
2010-04-25,Substantial,airplane,CESSNA,170-B,1,Reciprocating,No,VMC,"White Bear Lake, MN",Instructional,0,0,0,2,0,CESSNA 170-B
2010-04-25,Minor,airplane,PIPER,PA 46-350P,1,Reciprocating,No,VMC,"Owensboro, KY",Personal,0,0,0,3,0,PIPER PA 46-350P
2010-04-26,Substantial,airplane,GLOBE,GC-1B,1,Reciprocating,No,VMC,"Carollton, GA",Personal,0,0,0,2,0,GLOBE GC-1B
2010-04-26,Substantial,airplane,PIPER,PA-32-301,1,Reciprocating,No,VMC,"King Cove, AK",,0,0,0,5,0,PIPER PA-32-301
2010-04-26,Substantial,airplane,PIPER,PA-32R-300,1,Reciprocating,No,VMC,"Jamestown, ND",Personal,0,0,0,1,0,PIPER PA-32R-300
2010-04-27,Substantial,airplane,BEECH,58,2,Reciprocating,No,IMC,"Bear Branch, KY",Personal,2,0,0,0,6,BEECH 58
2010-04-27,Substantial,airplane,PIPER,PA-30,2,Reciprocating,No,VMC,"Merced, CA",Personal,1,0,0,0,3,PIPER PA-30
2010-04-28,Substantial,airplane,BELLANCA,17-30A,1,Reciprocating,No,VMC,"Friendswood, TX",Personal,1,0,0,0,3,BELLANCA 17-30A
2010-04-28,Substantial,airplane,CESSNA,172,1,Reciprocating,No,VMC,"North Las Vegas, NV",Personal,0,0,0,1,0,CESSNA 172
2010-04-28,Substantial,airplane,ENGINEERING & RESEARCH,ERCOUPE 415-C,1,Reciprocating,No,VMC,"LaGrange, GA",Personal,0,1,0,0,2,ENGINEERING & RESEARCH ERCOUPE 415-C
2010-04-28,Substantial,airplane,CESSNA,152,1,Reciprocating,No,VMC,"Cross City, FL",Personal,0,0,0,1,0,CESSNA 152
2010-04-28,Substantial,airplane,BEECH,35,1,Reciprocating,No,VMC,"Boulder, CO",Personal,0,0,0,1,0,BEECH 35
2010-04-28,Substantial,airplane,CESSNA,T210N,1,Reciprocating,No,VMC,"Fuquay-Varina, NC",Personal,0,0,0,4,0,CESSNA T210N
2010-04-29,Substantial,airplane,PIPER,PA-22-150,1,Reciprocating,No,VMC,"Fairbanks, AK",Personal,0,0,0,1,0,PIPER PA-22-150
2010-04-29,Substantial,airplane,ROGERS,RUTAN DEFIANT 40,2,Reciprocating,Yes,VMC,"Phoenix, AZ",Personal,0,0,0,1,0,ROGERS RUTAN DEFIANT 40
2010-04-30,Substantial,airplane,PIPER,PA-28-140,1,Reciprocating,No,VMC,"Houston, TX",Personal,0,0,0,2,0,PIPER PA-28-140
2010-04-30,Substantial,airplane,CESSNA,170A,1,Reciprocating,No,VMC,"Minden, NV",Instructional,0,0,0,2,0,CESSNA 170A
